txn_id,customer_id,ticker,quantity,price,timestamp,txn_type
T12373,C365,INTC,0,200,invalid_time,BUY
T12374,C515,NVDA,0,200,2026-04-24 05:48:32.712157,SELL
T12375,C9999,AMZN,10,300,invalid_time,SELL
T12376,C72,GOOGL,1,100,invalid_time,SELL
T12377,C436,MSFT,1,300,invalid_time,SELL
T12378,C9999,GOOGL,-3,-50,invalid_time,BUY
T12379,C225,INTC,1,300,2026-04-23 20:21:32.712157,SELL
T12380,C9999,AAPL,1,300,invalid_time,BUY
T12381,C913,AMD,10,-50,invalid_time,SELL
T12382,C9999,META,0,-50,invalid_time,SELL
T12383,C9999,INTC,5,100,2026-04-23 21:06:32.712157,SELL
T12384,C281,NVDA,1,100,invalid_time,BUY
T12385,C9999,TSLA,10,300,invalid_time,SELL
T12386,C9999,META,10,100,2026-04-24 10:51:32.712157,BUY
T12387,C9999,TSLA,0,-50,invalid_time,BUY
T12388,C10,MSFT,0,100,invalid_time,BUY
T12389,C384,INTC,10,200,invalid_time,SELL
T12390,C9999,INTC,0,100,invalid_time,SELL
T12391,C998,NFLX,10,300,invalid_time,BUY
T12392,C221,META,10,100,invalid_time,SELL
T12393,C450,AMZN,1,300,2026-04-23 22:21:32.712157,BUY
T12394,C253,AMZN,5,-50,invalid_time,SELL
T12395,C375,NFLX,-3,200,2026-04-23 20:20:32.712157,BUY
T12396,C336,META,10,100,2026-04-24 02:37:32.712157,SELL
T12397,C9999,NFLX,10,100,invalid_time,BUY
T12398,C293,META,5,200,invalid_time,BUY
T12399,C9999,AAPL,10,300,invalid_time,SELL
T12400,C449,INTC,10,300,2026-04-24 02:01:32.712157,BUY
T12401,C520,AMD,10,-50,invalid_time,SELL
T12402,C530,MSFT,-3,100,invalid_time,SELL
T12403,C64,INTC,1,-50,invalid_time,SELL
T12404,C9999,INTC,10,300,2026-04-24 12:13:32.712157,SELL
T12405,C783,NVDA,5,300,2026-04-23 21:38:32.712157,BUY
T12406,C451,NFLX,5,200,invalid_time,BUY
T12407,C9999,AMD,-3,300,2026-04-23 22:01:32.712157,SELL
T12408,C9999,INTC,5,100,2026-04-23 19:55:32.712157,SELL
T12409,C9999,NFLX,0,100,invalid_time,SELL
T12410,C9999,INTC,0,100,invalid_time,SELL
T12411,C356,AMD,0,-50,invalid_time,SELL
T12412,C150,AMD,-3,100,2026-04-24 00:54:32.712157,BUY
T12413,C9999,AAPL,5,200,2026-04-23 23:06:32.712157,SELL
T12414,C56,META,10,-50,2026-04-24 07:39:32.712157,SELL
T12415,C9999,TSLA,-3,200,invalid_time,SELL
T12416,C77,INTC,10,300,2026-04-23 21:16:32.712157,SELL
T12417,C356,INTC,10,-50,invalid_time,SELL
T12418,C282,AMZN,0,100,invalid_time,BUY
T12419,C9999,AMZN,0,100,2026-04-23 19:39:32.712157,BUY
T12420,C9999,META,1,-50,invalid_time,SELL
T12421,C268,INTC,1,100,2026-04-23 21:26:32.712157,BUY
T12422,C15,INTC,1,100,2026-04-24 11:30:32.712157,BUY
T12423,C685,AMD,1,100,invalid_time,SELL
T12424,C346,INTC,5,200,invalid_time,BUY
T12425,C9999,META,0,-50,invalid_time,SELL
T12426,C9999,AAPL,-3,-50,2026-04-24 11:06:32.712157,SELL
T12427,C722,META,5,-50,2026-04-24 11:20:32.712157,SELL
T12428,C9999,AMD,-3,200,invalid_time,SELL
T12429,C273,AMZN,5,200,invalid_time,BUY
T12430,C9999,NFLX,0,-50,2026-04-24 01:15:32.712157,BUY
T12431,C124,NVDA,1,200,invalid_time,SELL
T12432,C9999,MSFT,10,-50,invalid_time,BUY
T12433,C191,INTC,-3,-50,2026-04-24 04:32:32.712157,SELL
T12434,C686,MSFT,1,-50,2026-04-24 09:27:32.712157,BUY
T12435,C163,INTC,5,200,2026-04-23 20:43:32.712157,BUY
T12436,C166,NVDA,1,300,invalid_time,SELL
T12437,C9999,META,0,100,invalid_time,BUY
T12438,C581,AMD,5,100,invalid_time,SELL
T12439,C262,TSLA,10,100,2026-04-23 23:55:32.712157,SELL
T12440,C666,TSLA,0,300,invalid_time,SELL
T12441,C621,META,-3,-50,2026-04-24 08:49:32.712157,BUY
T12442,C9999,MSFT,0,200,invalid_time,BUY
T12443,C142,AMZN,1,200,invalid_time,SELL
T12444,C9999,AMD,0,300,2026-04-24 06:03:32.712157,BUY
T12445,C397,MSFT,10,300,invalid_time,SELL
T12446,C159,NFLX,1,300,2026-04-24 11:06:32.712157,SELL
T12447,C675,META,1,-50,invalid_time,SELL
T12448,C9999,MSFT,10,300,2026-04-24 11:44:32.712157,SELL
T12449,C793,INTC,5,-50,2026-04-24 05:15:32.712157,SELL
T12450,C163,META,1,100,2026-04-24 09:43:32.712157,SELL
T12451,C321,AMZN,-3,-50,invalid_time,SELL
T12452,C9999,NVDA,1,300,2026-04-24 11:50:32.712157,SELL
T12453,C215,NFLX,1,200,invalid_time,SELL
T12454,C9999,NFLX,5,100,2026-04-23 22:11:32.712157,BUY
T12455,C984,NFLX,10,-50,2026-04-24 07:00:32.712157,BUY
T12456,C512,NVDA,-3,100,invalid_time,BUY
T12457,C9999,AMZN,5,-50,invalid_time,BUY
T12458,C336,AAPL,10,-50,invalid_time,BUY
T12459,C443,META,10,300,invalid_time,BUY
T12460,C826,AAPL,0,-50,invalid_time,SELL
T12461,C9999,AMZN,10,200,invalid_time,SELL
T12462,C290,NFLX,-3,100,2026-04-24 05:50:32.712157,SELL
T12463,C9999,NFLX,1,300,2026-04-24 01:39:32.712157,SELL
T12464,C9999,AMD,0,-50,2026-04-24 06:26:32.712157,SELL
T12465,C72,INTC,5,-50,2026-04-24 05:56:32.712157,BUY
T12466,C9999,GOOGL,1,300,2026-04-24 05:01:32.712157,BUY
T12467,C495,NVDA,-3,100,invalid_time,SELL
T12468,C973,NFLX,5,-50,invalid_time,SELL
T12469,C685,NVDA,10,200,invalid_time,BUY
T12470,C9999,AAPL,5,300,2026-04-23 23:19:32.712157,SELL
T12471,C9999,NFLX,-3,-50,invalid_time,BUY
T12472,C9999,INTC,1,300,2026-04-23 21:44:32.712157,SELL
T12473,C9999,NFLX,1,100,2026-04-23 21:10:32.712157,BUY
T12474,C9999,META,-3,-50,invalid_time,SELL
T12475,C915,AAPL,-3,300,invalid_time,BUY
T12476,C518,GOOGL,-3,300,invalid_time,SELL
T12477,C9999,AMD,-3,-50,2026-04-24 00:29:32.712157,BUY
T12478,C51,NFLX,5,300,invalid_time,SELL
T12479,C9999,TSLA,1,300,invalid_time,SELL
T12480,C9999,META,5,100,2026-04-24 12:08:32.712157,BUY
T12481,C815,AMZN,0,-50,invalid_time,SELL
T12482,C9999,INTC,0,200,invalid_time,SELL
T12483,C9999,AAPL,0,100,invalid_time,BUY
T12484,C9999,NFLX,0,200,2026-04-24 01:42:32.712157,BUY
T12485,C372,NVDA,0,-50,invalid_time,BUY
T12486,C9999,GOOGL,5,200,invalid_time,SELL
T12487,C9999,META,10,300,2026-04-24 00:26:32.712157,BUY
T12488,C9999,AMD,0,200,invalid_time,BUY
T12489,C9999,NFLX,-3,300,2026-04-24 08:16:32.712157,SELL
T12490,C441,TSLA,5,300,invalid_time,BUY
T12491,C9999,GOOGL,-3,-50,invalid_time,BUY
T12492,C190,AMD,0,300,2026-04-23 19:39:32.712157,SELL
T12493,C9999,GOOGL,-3,-50,invalid_time,BUY
T12494,C506,AMD,10,100,invalid_time,BUY
T12495,C107,MSFT,5,200,2026-04-24 00:44:32.712157,SELL
T12496,C239,MSFT,5,-50,2026-04-24 03:14:32.712157,SELL
T12497,C354,MSFT,5,100,2026-04-24 10:49:32.712157,BUY
T12498,C483,AMZN,10,-50,2026-04-24 11:50:32.712157,SELL
T12499,C519,NFLX,1,300,2026-04-24 02:40:32.712157,SELL
T12500,C9999,MSFT,10,-50,invalid_time,BUY
T12501,C9999,AMZN,1,300,2026-04-23 23:16:32.712157,SELL
T12502,C9999,AMD,1,300,2026-04-23 23:17:32.712157,BUY
T12503,C9999,AMZN,10,300,invalid_time,BUY
T12504,C889,AAPL,0,300,2026-04-23 20:49:32.712157,BUY
T12505,C288,META,1,-50,invalid_time,SELL
T12506,C180,TSLA,10,-50,2026-04-24 03:47:32.712157,SELL
T12507,C9999,TSLA,0,100,2026-04-23 19:54:32.712157,SELL
T12508,C739,AMZN,5,100,2026-04-24 06:11:32.712157,BUY
T12509,C952,INTC,-3,300,2026-04-24 03:26:32.712157,SELL
T12510,C296,INTC,1,100,2026-04-23 22:08:32.712157,BUY
T12511,C9999,AAPL,-3,-50,2026-04-24 10:11:32.712157,SELL
T12512,C798,INTC,1,100,2026-04-24 05:04:32.712157,BUY
T12513,C227,AMZN,5,300,2026-04-24 08:42:32.712157,SELL
T12514,C9999,AMD,5,300,invalid_time,SELL
T12515,C505,AMZN,-3,-50,invalid_time,BUY
T12516,C182,GOOGL,-3,200,2026-04-23 20:28:32.712157,BUY
T12517,C9999,META,5,100,invalid_time,SELL
T12518,C104,AAPL,0,100,2026-04-24 03:26:32.712157,BUY
T12519,C406,MSFT,10,200,invalid_time,BUY
T12520,C526,META,0,100,2026-04-23 20:32:32.712157,BUY
T12521,C9999,AMZN,1,100,invalid_time,BUY
T12522,C150,INTC,-3,200,2026-04-24 04:38:32.712157,SELL
T12523,C766,NVDA,-3,200,invalid_time,BUY
T12524,C788,AAPL,10,100,invalid_time,BUY
T12525,C9999,NFLX,10,100,2026-04-24 06:59:32.712157,BUY
T12526,C9999,NVDA,0,200,2026-04-23 21:01:32.712157,SELL
T12527,C159,TSLA,10,300,invalid_time,BUY
T12528,C509,INTC,5,200,2026-04-24 07:15:32.712157,SELL
T12529,C621,GOOGL,5,200,2026-04-23 22:14:32.712157,BUY
T12530,C9999,MSFT,1,200,invalid_time,SELL
T12531,C9999,INTC,1,200,invalid_time,SELL
T12532,C366,META,5,-50,invalid_time,BUY
T12533,C9999,NFLX,10,300,invalid_time,SELL
T12534,C9999,MSFT,-3,300,2026-04-24 00:44:32.712157,SELL
T12535,C9999,TSLA,0,-50,2026-04-24 04:18:32.712157,SELL
T12536,C9999,INTC,1,-50,2026-04-24 03:22:32.712157,BUY
T12537,C505,GOOGL,-3,200,2026-04-23 21:06:32.712157,BUY
T12538,C152,NFLX,-3,200,2026-04-23 21:45:32.712157,BUY
T12539,C655,MSFT,5,-50,2026-04-24 01:51:32.712157,SELL
T12540,C12,INTC,10,100,2026-04-24 05:25:32.712157,BUY
T12541,C9999,AMD,10,300,2026-04-24 02:13:32.712157,BUY
T12542,C9999,NFLX,5,300,invalid_time,SELL
T12543,C33,MSFT,-3,300,invalid_time,SELL
T12544,C836,META,5,-50,invalid_time,BUY
T12545,C9999,TSLA,10,200,invalid_time,SELL
T12546,C9999,MSFT,10,300,2026-04-24 01:45:32.712157,SELL
T12547,C967,AMZN,5,100,2026-04-24 03:28:32.712157,BUY
T12548,C8,NVDA,0,-50,invalid_time,BUY
T12549,C9999,META,1,100,invalid_time,BUY
T12550,C9999,NFLX,5,-50,2026-04-24 10:54:32.712157,SELL
T12551,C9999,GOOGL,1,200,2026-04-24 03:23:32.712157,SELL
T12552,C906,AMD,5,100,invalid_time,SELL
T12553,C166,AAPL,0,200,2026-04-24 00:10:32.712157,SELL
T12554,C496,MSFT,10,-50,invalid_time,SELL
T12555,C9999,TSLA,0,-50,2026-04-24 11:35:32.712157,SELL
T12556,C847,TSLA,0,100,invalid_time,SELL
T12557,C153,TSLA,0,100,2026-04-23 23:10:32.712157,BUY
T12558,C188,AMD,5,100,invalid_time,BUY
T12559,C9999,NVDA,10,100,invalid_time,SELL
T12560,C965,META,-3,200,invalid_time,BUY
T12561,C620,INTC,0,100,invalid_time,BUY
T12562,C9999,GOOGL,5,300,invalid_time,SELL
T12563,C258,AAPL,1,200,invalid_time,BUY
T12564,C9999,MSFT,0,300,2026-04-24 03:20:32.712157,SELL
T12565,C9999,META,5,100,invalid_time,SELL
T12566,C9999,META,10,200,2026-04-24 09:07:32.712157,BUY
T12567,C788,AMD,0,100,2026-04-24 06:04:32.712157,SELL
T12568,C129,AMZN,1,-50,invalid_time,BUY
T12569,C417,MSFT,0,-50,2026-04-24 02:51:32.712157,BUY
T12570,C9999,AMD,10,300,2026-04-23 21:57:32.712157,SELL
T12571,C137,AMZN,10,-50,2026-04-24 11:03:32.712157,SELL
T12572,C32,META,0,100,2026-04-24 07:56:32.712157,BUY
T12573,C9999,AAPL,-3,300,2026-04-23 23:21:32.712157,BUY
T12574,C9999,TSLA,1,100,invalid_time,SELL
T12575,C54,NVDA,10,-50,2026-04-24 08:05:32.712157,BUY
T12576,C781,NFLX,10,300,invalid_time,BUY
T12577,C9999,AAPL,0,-50,2026-04-24 08:16:32.712157,BUY
T12578,C9999,INTC,-3,300,invalid_time,SELL
T12579,C9999,TSLA,10,-50,invalid_time,BUY
T12580,C9999,TSLA,0,-50,2026-04-24 07:33:32.712157,BUY
T12581,C360,AMD,0,100,2026-04-24 08:06:32.712157,SELL
T12582,C135,AAPL,1,200,invalid_time,BUY
T12583,C282,META,10,200,2026-04-24 09:20:32.712157,BUY
T12584,C323,TSLA,5,100,invalid_time,BUY
T12585,C138,AAPL,10,-50,invalid_time,SELL
T12586,C9999,MSFT,-3,200,2026-04-24 00:18:32.712157,BUY
T12587,C9999,NVDA,1,100,invalid_time,SELL
T12588,C9999,MSFT,5,300,2026-04-24 01:21:32.712157,BUY
T12589,C267,TSLA,1,100,2026-04-23 21:23:32.712157,SELL
T12590,C9999,AMD,-3,-50,invalid_time,BUY
T12591,C347,NVDA,1,200,invalid_time,SELL
T12592,C9999,GOOGL,5,100,invalid_time,BUY
T12593,C144,NVDA,10,100,invalid_time,SELL
T12594,C9999,GOOGL,-3,100,2026-04-24 10:27:32.712157,BUY
T12595,C9999,INTC,1,100,invalid_time,SELL
T12596,C500,GOOGL,1,-50,invalid_time,BUY
T12597,C957,NFLX,0,300,2026-04-23 20:16:32.712157,BUY
T12598,C9999,NVDA,5,300,2026-04-24 12:16:32.712157,SELL
T12599,C9999,MSFT,10,300,invalid_time,SELL
T12600,C9999,AMZN,0,300,2026-04-24 03:18:32.712157,SELL
T12601,C259,INTC,10,300,2026-04-24 11:45:32.712157,BUY
T12602,C370,NVDA,10,300,2026-04-24 09:58:32.712157,BUY
T12603,C9999,TSLA,0,100,2026-04-24 05:00:32.712157,SELL
T12604,C744,MSFT,5,-50,invalid_time,SELL
T12605,C337,AMD,0,300,2026-04-24 08:52:32.712157,SELL
T12606,C9999,GOOGL,1,100,invalid_time,BUY
T12607,C9999,AMZN,1,-50,2026-04-23 19:46:32.712157,SELL
T12608,C44,META,0,100,invalid_time,BUY
T12609,C173,AMD,5,-50,2026-04-24 08:40:32.712157,SELL
T12610,C9999,NVDA,1,200,invalid_time,BUY
T12611,C121,NFLX,1,300,invalid_time,BUY
T12612,C849,GOOGL,-3,200,2026-04-23 22:51:32.712157,SELL
T12613,C9999,GOOGL,1,300,2026-04-24 01:33:32.712157,SELL
T12614,C199,TSLA,-3,200,invalid_time,BUY
T12615,C9999,NFLX,1,100,2026-04-24 08:21:32.712157,SELL
T12616,C9999,MSFT,10,300,2026-04-24 11:08:32.712157,BUY
T12617,C9999,AMZN,-3,200,invalid_time,SELL
T12618,C9999,NVDA,-3,200,invalid_time,BUY
T12619,C477,AAPL,1,-50,2026-04-23 22:00:32.712157,SELL
T12620,C929,MSFT,0,-50,2026-04-23 20:44:32.712157,SELL
T12621,C867,META,0,100,invalid_time,BUY
T12622,C9999,META,5,-50,invalid_time,BUY
T12623,C9999,GOOGL,1,200,invalid_time,SELL
T12624,C9999,INTC,5,100,invalid_time,BUY
T12625,C9999,GOOGL,0,-50,2026-04-23 20:30:32.712157,SELL
T12626,C257,AMZN,0,-50,invalid_time,BUY
T12627,C9999,AAPL,10,-50,invalid_time,BUY
T12628,C9999,NVDA,10,200,2026-04-23 22:25:32.712157,BUY
T12629,C188,AMD,10,100,invalid_time,BUY
T12630,C538,NVDA,0,300,2026-04-24 02:39:32.712157,SELL
T12631,C854,AMZN,10,300,invalid_time,SELL
T12632,C336,TSLA,0,200,2026-04-24 02:50:32.712157,BUY
T12633,C693,AMD,1,300,2026-04-24 04:57:32.712157,SELL
T12634,C231,AMD,-3,200,2026-04-24 08:31:32.712157,BUY
T12635,C382,GOOGL,1,100,2026-04-24 11:14:32.712157,SELL
T12636,C9999,AAPL,1,-50,invalid_time,BUY
T12637,C9999,META,5,300,invalid_time,SELL
T12638,C720,INTC,0,300,2026-04-24 08:05:32.712157,BUY
T12639,C679,AMD,-3,-50,invalid_time,BUY
T12640,C444,NVDA,-3,-50,2026-04-23 20:32:32.712157,BUY
T12641,C534,MSFT,10,-50,invalid_time,BUY
T12642,C233,NVDA,10,200,invalid_time,SELL
T12643,C79,MSFT,-3,300,2026-04-24 06:30:32.712157,SELL
T12644,C9999,MSFT,0,-50,2026-04-24 10:36:32.712157,BUY
T12645,C9999,AAPL,10,200,invalid_time,SELL
T12646,C814,META,-3,200,invalid_time,BUY
T12647,C9999,AMD,0,100,invalid_time,BUY
T12648,C9999,TSLA,10,300,2026-04-24 10:19:32.712157,BUY
T12649,C711,AMZN,10,200,2026-04-24 11:45:32.712157,SELL
T12650,C184,NFLX,5,300,invalid_time,BUY
T12651,C9999,META,10,100,invalid_time,SELL
T12652,C9999,AMZN,5,300,2026-04-23 22:29:32.712157,BUY
T12653,C9999,TSLA,1,100,2026-04-24 02:42:32.712157,SELL
T12654,C9999,META,0,100,invalid_time,SELL
T12655,C441,GOOGL,-3,-50,invalid_time,SELL
T12656,C302,TSLA,5,-50,2026-04-23 20:09:32.712157,SELL
T12657,C9999,AAPL,10,300,2026-04-24 00:10:32.712157,SELL
T12658,C495,META,1,-50,2026-04-24 08:57:32.712157,BUY
T12659,C9999,AMD,-3,-50,2026-04-24 04:46:32.712157,BUY
T12660,C793,AMD,1,-50,2026-04-24 09:49:32.712157,BUY
T12661,C808,NVDA,0,-50,invalid_time,SELL
T12662,C714,AMD,-3,100,2026-04-24 06:05:32.712157,SELL
T12663,C656,AAPL,10,300,invalid_time,SELL
T12664,C9999,AMZN,10,300,2026-04-24 01:26:32.712157,BUY
T12665,C9999,TSLA,-3,300,2026-04-24 00:31:32.712157,SELL
T12666,C9999,TSLA,10,300,invalid_time,BUY
T12667,C552,AAPL,10,-50,2026-04-24 02:55:32.712157,BUY
T12668,C9999,INTC,10,100,2026-04-24 05:05:32.712157,BUY
T12669,C561,GOOGL,1,-50,invalid_time,SELL
T12670,C9999,META,10,200,invalid_time,BUY
T12671,C9999,AAPL,1,200,2026-04-24 02:00:32.712157,BUY
T12672,C9999,AMZN,1,100,invalid_time,BUY
T12673,C9999,TSLA,0,300,invalid_time,SELL
T12674,C9999,NVDA,1,300,2026-04-24 03:50:32.712157,SELL
T12675,C410,INTC,5,-50,2026-04-24 07:09:32.712157,BUY
T12676,C9999,META,0,200,invalid_time,SELL
T12677,C650,AMZN,1,-50,2026-04-24 01:11:32.712157,BUY
T12678,C9999,AMD,5,-50,2026-04-24 11:14:32.712157,BUY
T12679,C9999,MSFT,10,100,invalid_time,SELL
T12680,C9999,AMZN,10,-50,invalid_time,SELL
T12681,C417,AMZN,5,200,invalid_time,BUY
T12682,C9999,TSLA,1,200,invalid_time,BUY
T12683,C9999,AAPL,-3,200,2026-04-23 23:20:32.712157,BUY
T12684,C804,AAPL,10,-50,2026-04-24 09:40:32.712157,BUY
T12685,C351,NVDA,10,200,invalid_time,SELL
T12686,C269,NFLX,5,200,invalid_time,BUY
T12687,C437,AMZN,0,300,invalid_time,BUY
T12688,C9999,TSLA,10,200,2026-04-24 10:41:32.712157,BUY
T12689,C9999,MSFT,1,200,invalid_time,BUY
T12690,C9999,INTC,0,100,2026-04-23 19:59:32.712157,BUY
T12691,C363,NVDA,0,100,invalid_time,SELL
T12692,C9999,AMZN,-3,300,invalid_time,BUY
T12693,C9999,GOOGL,1,100,invalid_time,BUY
T12694,C43,AMZN,10,200,2026-04-23 21:25:32.712157,BUY
T12695,C9999,INTC,1,300,invalid_time,BUY
T12696,C839,NFLX,10,-50,2026-04-24 01:13:32.712157,BUY
T12697,C9999,GOOGL,-3,-50,2026-04-24 07:47:32.712157,SELL
T12698,C9999,META,10,100,2026-04-23 23:24:32.712157,BUY
T12699,C9999,AAPL,10,300,2026-04-24 08:35:32.712157,SELL
T12700,C9999,NVDA,1,300,invalid_time,BUY
T12701,C37,NFLX,5,100,invalid_time,SELL
T12702,C703,AAPL,5,300,invalid_time,BUY
T12703,C797,MSFT,5,200,invalid_time,SELL
T12704,C308,TSLA,10,300,invalid_time,SELL
T12705,C9999,GOOGL,5,100,2026-04-23 23:54:32.712157,SELL
T12706,C9999,INTC,0,-50,2026-04-24 02:45:32.712157,SELL
T12707,C9999,AMZN,1,300,2026-04-24 00:43:32.712157,BUY
T12708,C9999,NFLX,0,-50,invalid_time,BUY
T12709,C653,NFLX,-3,100,invalid_time,BUY
T12710,C9999,TSLA,0,100,2026-04-24 09:47:32.712157,BUY
T12711,C113,NVDA,0,-50,invalid_time,SELL
T12712,C9999,AMZN,-3,-50,2026-04-24 07:28:32.712157,SELL
T12713,C112,NVDA,-3,200,2026-04-24 08:31:32.712157,SELL
T12714,C515,AMD,1,200,2026-04-24 04:26:32.712157,BUY
T12715,C613,NVDA,1,300,2026-04-24 02:56:32.712157,BUY
T12716,C9999,NFLX,1,200,2026-04-24 05:01:32.712157,SELL
T12717,C9999,META,1,200,2026-04-24 03:02:32.712157,BUY
T12718,C9999,NFLX,5,100,invalid_time,SELL
T12719,C381,META,0,300,invalid_time,SELL
T12720,C81,AMZN,0,100,2026-04-24 11:15:32.712157,SELL
T12721,C173,NVDA,0,-50,invalid_time,SELL
T12722,C9999,AMZN,0,100,invalid_time,BUY
T12723,C166,MSFT,5,200,2026-04-24 09:55:32.712157,SELL
T12724,C9999,NFLX,0,100,invalid_time,SELL
T12725,C9999,INTC,0,100,invalid_time,BUY
T12726,C9999,GOOGL,5,-50,2026-04-23 21:11:32.712157,SELL
T12727,C829,AMZN,1,100,2026-04-24 02:26:32.712157,BUY
T12728,C9999,MSFT,-3,300,invalid_time,BUY
T12729,C9999,INTC,-3,300,invalid_time,BUY
T12730,C274,AMD,10,200,2026-04-24 04:51:32.712157,BUY
T12731,C9999,NVDA,1,200,invalid_time,BUY
T12732,C9999,TSLA,5,200,invalid_time,BUY
T12733,C9999,TSLA,10,100,2026-04-24 02:00:32.712157,SELL
T12734,C41,MSFT,1,-50,2026-04-24 02:27:32.712157,SELL
T12735,C9999,AAPL,1,100,invalid_time,BUY
T12736,C9999,AMZN,5,200,invalid_time,SELL
T12737,C858,NVDA,5,-50,2026-04-24 00:31:32.712157,SELL
T12738,C9999,MSFT,1,100,invalid_time,BUY
T12739,C909,NVDA,1,100,2026-04-24 11:25:32.712157,BUY
T12740,C290,META,1,200,invalid_time,SELL
T12741,C755,INTC,5,-50,invalid_time,BUY
T12742,C9999,AMD,-3,-50,2026-04-24 04:34:32.712157,BUY
T12743,C7,NVDA,1,300,invalid_time,SELL
T12744,C9999,AMD,1,200,invalid_time,SELL
T12745,C9999,META,5,-50,2026-04-23 22:24:32.712157,BUY
T12746,C889,AMD,1,100,invalid_time,BUY
T12747,C9999,NVDA,1,-50,invalid_time,SELL
T12748,C9999,TSLA,5,300,2026-04-24 02:47:32.712157,SELL
T12749,C9999,AMZN,1,200,2026-04-24 09:10:32.712157,SELL
T12750,C55,NVDA,-3,200,2026-04-23 23:20:32.712157,SELL
T12751,C9999,NVDA,-3,300,invalid_time,BUY
T12752,C9999,TSLA,5,-50,invalid_time,BUY
T12753,C9999,MSFT,1,300,2026-04-24 01:27:32.712157,BUY
T12754,C9999,MSFT,0,200,2026-04-23 23:23:32.712157,SELL
T12755,C267,AAPL,0,300,invalid_time,BUY
T12756,C138,AMD,10,-50,2026-04-24 02:46:32.712157,SELL
T12757,C9999,AAPL,0,200,invalid_time,BUY
T12758,C9999,AMD,0,-50,invalid_time,SELL
T12759,C830,AAPL,1,300,invalid_time,SELL
T12760,C9999,META,0,300,invalid_time,SELL
T12761,C841,AAPL,10,200,invalid_time,BUY
T12762,C946,AMZN,1,-50,2026-04-24 10:21:32.712157,BUY
T12763,C942,MSFT,-3,-50,invalid_time,BUY
T12764,C9999,INTC,0,100,2026-04-23 23:07:32.712157,SELL
T12765,C9999,INTC,0,200,2026-04-24 07:31:32.712157,SELL
T12766,C9999,NVDA,10,300,invalid_time,BUY
T12767,C932,TSLA,10,300,2026-04-24 03:40:32.712157,SELL
T12768,C9999,TSLA,5,200,2026-04-24 08:31:32.712157,BUY
T12769,C168,AMZN,0,100,invalid_time,BUY
T12770,C487,TSLA,-3,100,invalid_time,BUY
T12771,C9999,META,10,100,invalid_time,BUY
T12772,C9999,INTC,-3,100,invalid_time,SELL
T12773,C704,NFLX,5,200,invalid_time,BUY
T12774,C9999,MSFT,5,200,invalid_time,BUY
T12775,C396,INTC,5,100,invalid_time,BUY
T12776,C252,TSLA,5,200,2026-04-24 03:51:32.712157,BUY
T12777,C9999,MSFT,0,-50,invalid_time,SELL
T12778,C9999,NFLX,1,300,2026-04-24 01:42:32.712157,BUY
T12779,C761,AAPL,10,300,2026-04-24 01:10:32.712157,SELL
T12780,C679,NFLX,0,-50,2026-04-23 23:31:32.712157,BUY
T12781,C9999,AMZN,10,200,2026-04-24 05:41:32.712157,SELL
T12782,C9999,INTC,10,-50,invalid_time,BUY
T12783,C69,AAPL,-3,-50,2026-04-24 10:21:32.712157,BUY
T12784,C141,TSLA,1,200,invalid_time,SELL
T12785,C344,NVDA,5,-50,invalid_time,SELL
T12786,C154,TSLA,1,100,invalid_time,BUY
T12787,C9999,TSLA,5,-50,invalid_time,SELL
T12788,C731,AMZN,1,-50,invalid_time,BUY
T12789,C9999,META,10,100,2026-04-24 07:24:32.712157,SELL
T12790,C9999,META,1,-50,2026-04-24 05:46:32.712157,BUY
T12791,C9999,GOOGL,0,-50,2026-04-24 09:41:32.712157,BUY
T12792,C370,MSFT,-3,100,2026-04-24 07:47:32.712157,SELL
T12793,C624,AMZN,-3,-50,2026-04-24 05:01:32.712157,BUY
T12794,C9999,TSLA,5,100,invalid_time,SELL
T12795,C905,NVDA,0,200,2026-04-24 01:04:32.712157,SELL
T12796,C100,GOOGL,10,200,2026-04-24 00:45:32.712157,BUY
T12797,C241,AAPL,-3,200,invalid_time,SELL
T12798,C560,NVDA,10,300,2026-04-24 11:02:32.712157,BUY
T12799,C9999,AMD,10,200,2026-04-24 03:25:32.712157,SELL
T12800,C342,MSFT,0,-50,2026-04-24 07:44:32.712157,SELL
T12801,C9999,INTC,-3,100,2026-04-24 07:25:32.712157,SELL
T12802,C278,GOOGL,0,-50,invalid_time,SELL
T12803,C51,NFLX,-3,100,invalid_time,SELL
T12804,C9999,MSFT,1,300,2026-04-24 04:03:32.712157,SELL
T12805,C9999,AAPL,1,200,invalid_time,BUY
T12806,C9999,MSFT,-3,100,2026-04-24 07:36:32.712157,SELL
T12807,C9999,TSLA,5,-50,invalid_time,SELL
T12808,C967,TSLA,-3,100,2026-04-24 00:17:32.712157,BUY
T12809,C296,GOOGL,1,200,2026-04-23 22:50:32.712157,BUY
T12810,C831,NVDA,0,200,invalid_time,SELL
T12811,C9999,GOOGL,10,-50,invalid_time,BUY
T12812,C721,AMD,10,200,2026-04-24 06:24:32.712157,BUY
T12813,C500,AMD,0,200,invalid_time,SELL
T12814,C994,META,5,200,invalid_time,SELL
T12815,C548,NFLX,1,100,invalid_time,SELL
T12816,C138,AMZN,1,200,invalid_time,BUY
T12817,C9999,AMZN,10,300,2026-04-24 10:51:32.712157,BUY
T12818,C9999,AMZN,1,200,invalid_time,SELL
T12819,C47,AAPL,1,300,invalid_time,BUY
