customer_id,ticker,quantity
C966,NVDA,10
C881,AAPL,5
C225,TSLA,5
C503,AMZN,20
C768,AMD,10
C731,NFLX,-10
C654,NVDA,20
C479,NFLX,20
C187,META,-10
C623,TSLA,20
C84,NFLX,10
C770,NVDA,-10
C589,AAPL,-10
C197,NVDA,-10
C914,AAPL,5
C194,META,10
C246,INTC,10
C654,NVDA,20
C355,NFLX,-10
C704,AMD,5
C658,MSFT,-10
C421,GOOGL,5
C910,AAPL,-10
C27,TSLA,20
C577,META,20
C22,TSLA,10
C205,AMZN,20
C477,AMZN,20
C999,INTC,5
C614,AAPL,10
C803,AMD,10
C701,NVDA,5
C590,INTC,20
C561,INTC,10
C899,FAKE,-10
C580,GOOGL,-10
C470,GOOGL,5
C224,GOOGL,-10
C438,AMD,10
C554,TSLA,10
C541,FAKE,5
C106,GOOGL,10
C423,AMD,-10
C484,MSFT,-10
C655,AMZN,5
C966,NFLX,5
C408,INTC,10
C416,INTC,5
C364,FAKE,-10
C521,META,-10
C519,AAPL,10
C205,AMZN,5
C932,NVDA,10
C155,NFLX,20
C483,FAKE,5
C797,TSLA,20
C469,AAPL,5
C484,NFLX,10
C960,META,20
C500,INTC,5
C761,NVDA,-10
C606,AMD,-10
C326,INTC,10
C446,MSFT,5
C689,AMD,-10
C165,NVDA,20
C240,AMZN,5
C197,NFLX,20
C617,AMZN,10
C865,INTC,-10
C176,NVDA,20
C515,AMD,-10
C844,AMD,10
C557,FAKE,5
C520,AMD,10
C715,AMD,10
C486,NFLX,-10
C614,AAPL,20
C155,AAPL,5
C173,INTC,20
C162,GOOGL,10
C64,FAKE,-10
C709,MSFT,20
C32,META,20
C138,AMD,-10
C88,MSFT,-10
C961,NVDA,5
C291,AMZN,5
C595,AMD,20
C722,INTC,-10
C752,AMZN,10
C855,AAPL,-10
C533,GOOGL,-10
C994,INTC,20
C524,NVDA,5
C693,GOOGL,10
C905,NVDA,-10
C627,AMZN,5
C960,FAKE,-10
C133,AAPL,5
C574,TSLA,-10
C314,NFLX,10
C752,FAKE,5
C584,META,-10
C335,TSLA,20
C543,MSFT,10
C407,TSLA,-10
C171,INTC,-10
C395,MSFT,-10
C238,INTC,20
C162,INTC,20
C675,NVDA,-10
C395,META,5
C859,AAPL,5
C396,AAPL,-10
C71,MSFT,-10
C43,NVDA,-10
C747,GOOGL,20
C789,META,10
C959,MSFT,-10
C250,META,20
C763,MSFT,20
C578,INTC,10
C477,AAPL,20
C692,AAPL,20
C597,TSLA,10
C116,INTC,-10
C384,NFLX,20
C215,MSFT,20
C925,INTC,-10
C584,FAKE,10
C881,AMD,5
C115,NVDA,10
C430,NFLX,10
C499,NVDA,-10
C900,NVDA,5
C652,MSFT,-10
C861,MSFT,-10
C993,GOOGL,20
C151,AAPL,20
C250,MSFT,10
C760,INTC,10
C743,TSLA,5
C5,NFLX,-10
C13,AMZN,10
C16,NFLX,5
C26,AMD,5
C649,FAKE,-10
C889,AMZN,10
C33,AMD,-10
C937,GOOGL,5
C30,FAKE,5
C952,FAKE,20
C196,MSFT,-10
C807,AAPL,-10
C763,META,20
C485,MSFT,-10
C374,FAKE,20
C363,AMD,20
C699,AAPL,10
C307,INTC,-10
C395,AMD,20
C572,MSFT,20
C476,AAPL,-10
C98,MSFT,5
C481,META,10
C895,MSFT,-10
C475,INTC,10
C901,MSFT,-10
C454,NVDA,-10
C748,INTC,-10
C405,TSLA,5
C943,NVDA,-10
C631,FAKE,10
C577,AAPL,10
C417,AMD,10
C503,NVDA,10
C55,AAPL,-10
C866,FAKE,20
C188,INTC,-10
C530,INTC,5
C921,INTC,5
C167,MSFT,10
C120,INTC,-10
C683,GOOGL,-10
C106,META,10
C443,FAKE,20
C372,NVDA,-10
C680,GOOGL,5
C490,META,10
C581,GOOGL,5
C885,NFLX,-10
C759,NFLX,-10
C992,NFLX,20
C239,NVDA,-10
C767,FAKE,-10
C0,AAPL,10
C579,AMD,5
C24,GOOGL,-10
C567,GOOGL,5
C53,TSLA,10
C300,AMD,10
C34,NVDA,-10
C306,TSLA,10
C195,TSLA,-10
C439,GOOGL,10
C699,AMZN,5
C835,NVDA,20
C26,META,20
C955,AMZN,20
C227,GOOGL,-10
C528,NVDA,-10
C18,AMD,10
C17,INTC,-10
C34,FAKE,20
C418,NFLX,5
C733,AAPL,10
C423,FAKE,20
C560,TSLA,20
C51,AAPL,5
C129,FAKE,-10
C119,MSFT,5
C703,AMD,10
C715,AMZN,-10
C20,NVDA,5
C173,INTC,20
C25,AMZN,-10
C965,META,20
C576,AMZN,10
C618,TSLA,10
C899,AMD,20
C139,GOOGL,-10
C791,AAPL,-10
C910,MSFT,20
C790,TSLA,5
C718,TSLA,10
C129,GOOGL,-10
C111,AMD,10
C488,AMZN,5
C447,META,10
C865,INTC,5
C495,INTC,-10
C151,GOOGL,20
C889,AMZN,-10
C518,AAPL,-10
C540,FAKE,10
C365,INTC,10
C65,GOOGL,10
C328,TSLA,10
C681,TSLA,10
C966,NFLX,-10
C838,NFLX,-10
C603,FAKE,20
C390,MSFT,5
C568,AMD,10
C112,NFLX,-10
C449,NVDA,5
C145,GOOGL,5
C279,MSFT,20
C201,NFLX,-10
C2,NFLX,-10
C17,AMD,5
C227,NFLX,20
C811,META,10
C664,AMZN,20
C835,NFLX,20
C603,AAPL,-10
C230,META,10
C59,INTC,10
C510,NVDA,10
C99,INTC,10
C512,TSLA,-10
C83,AAPL,5
C154,GOOGL,5
C54,NVDA,20
C41,NVDA,-10
C46,AAPL,-10
C988,AMD,5
C723,AAPL,5
C248,INTC,10
C723,NVDA,10
C328,META,5
C16,NVDA,5
C526,TSLA,10
C815,AMZN,20
C975,FAKE,10
C428,AMD,5
C172,TSLA,10
C601,AAPL,5
C871,NVDA,20
C694,AMZN,-10
C632,MSFT,10
C459,AMZN,5
C164,AMZN,10
C625,INTC,20
C32,TSLA,20
C318,AMD,5
C508,AMZN,5
C293,INTC,5
C137,INTC,-10
C491,INTC,5
C851,FAKE,5
C229,META,10
C263,TSLA,20
C730,META,5
C433,MSFT,10
C423,TSLA,20
C776,NVDA,20
C322,TSLA,5
C733,TSLA,10
C272,AAPL,5
C247,MSFT,5
C511,GOOGL,10
C114,AAPL,5
C952,AMZN,20
C267,GOOGL,20
C952,AMD,10
C656,TSLA,5
C792,NFLX,20
C702,TSLA,10
C634,INTC,-10
C223,MSFT,10
C715,META,20
C388,AAPL,5
C462,AAPL,5
C673,AMZN,20
C199,NFLX,10
C967,AMZN,10
C245,NFLX,5
C48,AMD,20
C93,INTC,-10
C672,AMZN,5
C208,GOOGL,-10
C124,AMZN,20
C246,NFLX,-10
C284,TSLA,20
C943,MSFT,-10
C755,AMZN,20
C918,META,5
C745,META,20
C233,MSFT,10
C705,MSFT,-10
C607,META,10
C69,AMD,-10
C117,AAPL,-10
C766,FAKE,20
C120,AMZN,10
C943,NFLX,10
C326,AAPL,20
C882,INTC,20
C986,AMZN,20
C711,AMD,5
C503,AMZN,20
C681,AMZN,10
C856,NFLX,-10
C389,GOOGL,5
C418,TSLA,5
C148,MSFT,10
C361,MSFT,10
C445,INTC,5
C489,AMD,5
C50,TSLA,10
C844,AMD,20
C432,NVDA,20
C981,AMZN,20
C856,META,5
C475,NFLX,20
C955,NFLX,-10
C361,AMD,5
C130,TSLA,5
C209,INTC,10
C220,GOOGL,10
C719,NFLX,10
C367,TSLA,20
C49,AMZN,20
C23,FAKE,-10
C512,NVDA,10
C374,TSLA,5
C915,GOOGL,5
C974,GOOGL,10
C819,AAPL,5
C925,NFLX,20
C410,AMD,-10
C687,AMD,-10
C836,INTC,5
C195,FAKE,-10
C94,GOOGL,10
C840,AMD,10
C704,AMD,5
C76,MSFT,-10
C556,FAKE,10
C312,MSFT,-10
C26,TSLA,-10
C122,GOOGL,20
C581,META,20
C70,TSLA,10
C994,NFLX,-10
C910,MSFT,10
C452,INTC,5
C870,INTC,10
C246,AMZN,-10
C210,AMZN,-10
C204,MSFT,20
C640,MSFT,10
C775,MSFT,5
C175,TSLA,20
C719,MSFT,5
C573,AMD,20
C681,AMD,5
C675,META,-10
C26,FAKE,5
C887,GOOGL,10
C487,MSFT,20
C957,AAPL,20
C365,MSFT,10
C9,NVDA,5
C743,META,5
C7,NVDA,20
C662,GOOGL,5
C360,AMZN,20
C43,AAPL,-10
C519,INTC,5
C868,AAPL,10
C299,TSLA,-10
C639,FAKE,-10
C27,NVDA,10
C991,TSLA,20
C595,GOOGL,10
C209,META,-10
C504,AMD,-10
C255,FAKE,20
C146,AMZN,-10
C280,AMD,10
C582,NVDA,-10
C295,AAPL,20
C32,MSFT,-10
C845,GOOGL,10
C828,META,20
C166,AMD,20
C806,GOOGL,-10
C302,FAKE,10
C516,FAKE,-10
C36,NVDA,5
C613,AMZN,10
C333,AMD,20
C92,INTC,20
C227,AMZN,20
C486,GOOGL,10
C221,AMD,10
C717,NVDA,5
C387,AMD,10
C287,INTC,-10
C113,MSFT,-10
C35,META,20
C722,MSFT,5
C377,AMZN,20
C19,AMZN,20
C671,GOOGL,20
C800,INTC,10
C608,MSFT,5
C508,NFLX,5
C281,TSLA,5
C82,FAKE,20
C697,AMZN,20
C855,AMD,-10
C35,META,5
C741,MSFT,-10
C262,AMD,10
C99,GOOGL,-10
C65,FAKE,-10
C954,META,10
C732,NFLX,5
C17,TSLA,10
C163,MSFT,-10
C63,INTC,20
C857,MSFT,20
C933,AMZN,5
C197,AMZN,20
C185,TSLA,5
C298,AAPL,10
C429,AMZN,20
C597,META,10
C431,AMZN,-10
C33,AMD,5
C609,TSLA,5
C403,AMD,-10
C469,AAPL,5
C833,FAKE,10
C456,INTC,-10
C798,FAKE,10
C862,AMD,5
C945,FAKE,-10
C306,FAKE,10
C987,NVDA,5
C996,INTC,20
C615,AAPL,10
C797,NVDA,20
C254,META,10
C734,AAPL,-10
C191,MSFT,20
C504,META,20
C575,INTC,-10
C180,META,-10
C453,FAKE,5
C842,NFLX,20
C727,FAKE,-10
C490,NFLX,-10
C44,GOOGL,10
C346,MSFT,20
C881,AAPL,10
C386,AMZN,10
C901,META,5
C269,GOOGL,10
C188,AMZN,5
C954,AAPL,10
C303,INTC,-10
C959,NFLX,20
C597,NFLX,5
C881,MSFT,20
C994,AAPL,-10
C743,META,20
C671,TSLA,20
C20,AMD,10
C749,MSFT,5
C919,NVDA,20
C509,NFLX,10
C329,NFLX,20
C944,MSFT,-10
C153,GOOGL,10
C233,NVDA,5
C507,NVDA,20
C956,INTC,-10
C629,GOOGL,-10
C933,FAKE,5
C200,AMZN,-10
C143,MSFT,-10
C349,MSFT,-10
C330,NVDA,5
C877,TSLA,-10
C173,INTC,20
C777,NVDA,20
C402,AAPL,20
C751,AMZN,20
C809,INTC,-10
C685,GOOGL,-10
C760,MSFT,-10
C764,AMZN,-10
C750,MSFT,10
C20,MSFT,5
C273,NVDA,10
C83,INTC,-10
C491,NFLX,-10
C860,AAPL,-10
C252,MSFT,10
C943,GOOGL,-10
C16,GOOGL,-10
C704,AMZN,-10
C78,NVDA,20
C933,AMD,10
C871,AMD,10
C501,MSFT,20
C378,MSFT,5
C383,FAKE,10
C566,AMD,5
C288,INTC,20
C61,AMZN,20
C910,NFLX,10
C968,AMZN,10
C106,FAKE,-10
C25,NVDA,10
C385,FAKE,-10
C829,GOOGL,20
C697,AMD,10
C528,MSFT,10
C96,FAKE,20
C934,INTC,10
C513,AAPL,10
C96,META,-10
C106,NVDA,10
C585,INTC,10
C970,AMD,10
C602,FAKE,5
C590,AMZN,5
C921,TSLA,10
C690,NFLX,5
C597,FAKE,5
C518,AAPL,20
C276,FAKE,10
C250,GOOGL,20
C571,AAPL,-10
C271,MSFT,5
C338,GOOGL,20
C592,AMD,20
C464,AMD,20
C299,FAKE,5
C124,INTC,5
C371,TSLA,20
C166,NFLX,10
C123,MSFT,10
C967,AMD,-10
C721,MSFT,-10
C627,AAPL,-10
C836,INTC,20
C159,MSFT,-10
C217,INTC,20
C241,FAKE,20
C48,AMD,-10
C725,NFLX,20
C443,AMZN,10
C9,META,20
C10,FAKE,-10
C265,NVDA,5
C421,META,-10
C675,TSLA,20
C598,AMZN,10
C373,AAPL,-10
C11,META,5
C344,GOOGL,20
C470,MSFT,-10
C261,META,10
C401,META,20
C669,GOOGL,20
C148,NVDA,5
C480,NFLX,5
C650,META,20
C184,MSFT,10
C182,TSLA,-10
C984,GOOGL,5
C701,FAKE,10
C557,AAPL,20
C196,META,-10
C346,NFLX,20
C860,AAPL,-10
C15,GOOGL,-10
C276,TSLA,-10
C696,INTC,-10
C997,NVDA,20
C811,INTC,-10
C552,AMD,5
C76,AMZN,5
C33,MSFT,-10
C168,FAKE,-10
C838,NVDA,-10
C852,MSFT,5
C144,TSLA,5
C150,INTC,-10
C770,NVDA,-10
C888,TSLA,-10
C363,NFLX,10
C431,AAPL,-10
C546,META,-10
C396,GOOGL,10
C546,META,-10
C268,AMD,-10
C224,AMD,20
C138,MSFT,20
C814,AMD,20
C248,TSLA,5
C645,TSLA,20
C199,AMD,10
C738,TSLA,-10
C399,AAPL,-10
C528,INTC,5
C48,MSFT,10
C674,NFLX,10
C237,META,20
C957,MSFT,20
C211,META,-10
C682,FAKE,5
C332,MSFT,20
C272,INTC,20
C86,META,10
C100,AAPL,20
C830,FAKE,-10
C328,INTC,-10
C200,MSFT,5
C67,NVDA,5
C294,NVDA,5
C929,INTC,5
C946,MSFT,5
C786,NVDA,20
C342,AMZN,5
C452,AMD,-10
C956,NVDA,10
C53,AMD,20
C755,GOOGL,20
C850,AMD,-10
C371,INTC,5
C439,FAKE,5
C710,AMZN,-10
C558,INTC,10
C738,AMD,20
C146,AAPL,10
C388,AAPL,20
C970,GOOGL,20
C292,GOOGL,-10
C480,MSFT,20
C535,MSFT,5
C502,TSLA,5
C536,META,-10
C372,TSLA,5
C344,TSLA,10
C342,GOOGL,20
C636,AMZN,10
C588,META,10
C473,INTC,5
C582,AAPL,-10
C183,NVDA,5
C978,GOOGL,10
C119,NFLX,-10
C965,AAPL,10
C878,AAPL,20
C457,INTC,10
C301,AAPL,10
C142,NFLX,5
C297,GOOGL,20
C593,AMZN,-10
C276,GOOGL,5
C640,MSFT,-10
C459,NFLX,20
C382,FAKE,20
C394,AAPL,10
C756,GOOGL,20
C642,TSLA,10
C286,NVDA,-10
C845,NFLX,20
C610,NFLX,20
C782,AMD,10
C488,AMZN,10
C829,NVDA,-10
C241,AAPL,20
C967,META,-10
C870,INTC,10
C183,TSLA,10
C956,FAKE,10
C784,AMD,5
C230,INTC,10
C462,FAKE,5
C178,AMZN,-10
C495,NFLX,10
C791,AAPL,-10
C722,AMZN,5
C42,NVDA,20
C706,FAKE,20
C458,META,-10
C785,META,5
C694,NVDA,5
C576,NFLX,10
C1,AMZN,10
C687,MSFT,-10
C24,AMZN,-10
C922,AMD,-10
C926,AAPL,20
C324,FAKE,10
C50,NFLX,-10
C50,MSFT,10
C275,FAKE,-10
C830,INTC,10
C684,META,20
C534,GOOGL,20
C109,AMD,10
C905,AAPL,5
C94,NVDA,-10
C518,FAKE,5
C845,META,-10
C880,INTC,20
C205,AMD,20
C311,AMD,5
C419,TSLA,20
C910,GOOGL,10
C587,GOOGL,5
C879,FAKE,10
C463,TSLA,10
C857,TSLA,10
C464,MSFT,5
C659,AAPL,-10
C598,FAKE,5
C117,AMD,20
C726,INTC,-10
C748,META,10
C33,MSFT,5
C59,NVDA,-10
C421,GOOGL,5
C80,FAKE,5
C317,NFLX,5
C765,NVDA,20
C641,NVDA,20
C454,AMD,-10
C323,GOOGL,5
C473,AAPL,-10
C865,MSFT,10
C936,AAPL,5
C645,GOOGL,10
C356,TSLA,-10
C949,NVDA,10
C12,AMZN,-10
C503,NFLX,-10
C909,FAKE,10
C751,INTC,10
C904,INTC,20
C262,INTC,5
C995,AAPL,10
C288,NVDA,10
C504,AAPL,20
C995,NVDA,-10
C482,NFLX,-10
C886,NFLX,10
C793,META,10
C780,NVDA,20
C167,FAKE,5
C415,META,20
C348,FAKE,20
C398,AMD,5
C336,AMZN,10
C523,NVDA,-10
C429,AAPL,20
C541,AMZN,5
C560,AMZN,-10
C501,AMD,-10
C865,AMD,-10
C990,INTC,20
C840,AMZN,10
C37,MSFT,-10
C304,NVDA,10
C20,INTC,-10
C350,AMZN,5
C170,AAPL,10
C251,AMD,5
C143,MSFT,5
C861,INTC,20
C720,MSFT,-10
C723,AMD,10
C456,AMD,-10
C819,AMZN,10
C50,MSFT,20
C275,TSLA,5
C613,FAKE,10
C361,NFLX,10
C41,MSFT,5
C831,NVDA,20
C447,META,10
C596,NVDA,5
C658,FAKE,-10
C527,GOOGL,10
C595,NFLX,20
C839,AMZN,10
C615,GOOGL,10
C830,AMZN,5
C506,AMZN,-10
C468,TSLA,-10
C225,TSLA,10
C273,INTC,10
C31,AMZN,10
C186,GOOGL,10
C571,NVDA,20
C708,NVDA,20
C58,AAPL,10
C841,AAPL,5
C428,GOOGL,-10
C474,FAKE,10
C765,AMD,5
C67,TSLA,5
C750,TSLA,5
C34,AMD,10
C417,NVDA,20
C912,META,20
C828,FAKE,5
C447,NFLX,10
C746,INTC,-10
C686,GOOGL,20
C413,GOOGL,-10
C992,INTC,10
C179,AAPL,5
C193,NVDA,5
C269,GOOGL,20
C736,NFLX,10
C408,FAKE,10
C598,AMZN,5
C687,AMZN,10
C102,META,5
C322,MSFT,20
C726,INTC,5
C571,META,5
C382,AAPL,10
C517,GOOGL,20
C992,META,5
C421,META,10
C448,INTC,5
C775,NVDA,10
C431,AAPL,10
C142,INTC,5
C595,NFLX,20
C630,MSFT,20
C373,INTC,-10
C764,TSLA,20
C515,FAKE,20
C646,GOOGL,-10
C833,NVDA,5
C990,GOOGL,5
C42,NFLX,5
C483,GOOGL,-10
C745,META,-10
C30,AMZN,20
C600,META,10
C906,AMD,5
C172,AAPL,10
C423,META,20
C786,META,20
C158,FAKE,20
C299,INTC,10
C412,FAKE,10
C584,META,-10
C710,FAKE,5
C111,INTC,10
C802,AMZN,5
C821,AMZN,20
C438,AAPL,20
C174,INTC,10
C197,AAPL,-10
C50,AMD,10
C412,AMD,5
C949,AAPL,20
C829,TSLA,20
C972,AMZN,5
C197,AMZN,20
C729,NFLX,5
C720,AMZN,-10
C225,NVDA,10
C613,NVDA,20
C239,META,10
C954,MSFT,20
C616,NVDA,20
C780,TSLA,5
C508,AAPL,10
C325,NFLX,-10
C533,FAKE,10
C730,INTC,20
C213,AAPL,20
C69,MSFT,5
C737,AMD,5
C246,FAKE,-10
C299,GOOGL,20
C354,FAKE,5
C647,INTC,10
C337,FAKE,10
C422,GOOGL,20
C246,MSFT,10
C923,AMD,5
C583,FAKE,10
C978,AMD,-10
C232,AMZN,20
C991,INTC,20
C73,NFLX,-10
C609,GOOGL,20
C471,GOOGL,10
C487,MSFT,20
C359,AMD,10
C628,NVDA,10
C760,AMD,20
C364,INTC,10
C138,FAKE,5
C907,GOOGL,5
C143,TSLA,-10
C909,AMD,5
C768,INTC,5
C469,NFLX,10
C682,TSLA,5
C107,FAKE,5
C145,INTC,-10
C879,AAPL,20
C805,MSFT,20
C499,MSFT,20
C997,GOOGL,-10
C208,TSLA,20
C856,GOOGL,-10
C11,AMZN,5
C317,FAKE,10
C62,TSLA,10
C710,INTC,20
C781,TSLA,-10
C497,TSLA,20
C582,AMD,10
C200,TSLA,10
C411,META,20
C122,META,5
C27,INTC,-10
C654,INTC,20
C250,NVDA,20
C284,AMD,5
C95,FAKE,10
C22,NVDA,20
C3,NVDA,-10
C525,AMZN,10
C701,INTC,10
C368,FAKE,20
C194,FAKE,20
C343,NFLX,5
C420,META,20
C830,NVDA,10
C409,AMD,5
C885,AMZN,5
C173,FAKE,5
C541,FAKE,5
C660,TSLA,-10
C194,MSFT,10
C356,FAKE,20
C569,META,10
C245,AMZN,-10
C848,MSFT,-10
C570,AMD,10
C527,META,-10
C294,NVDA,20
C904,AMD,5
C969,FAKE,5
C221,INTC,10
C59,FAKE,20
C197,FAKE,10
C234,GOOGL,20
C750,AMZN,10
C110,FAKE,5
C254,INTC,5
C435,AMZN,20
C869,INTC,5
C696,FAKE,20
C243,NFLX,-10
C611,META,20
C630,AAPL,5
C649,MSFT,-10
C842,GOOGL,-10
C612,TSLA,5
C502,NVDA,5
C447,AMD,10
C637,AMZN,-10
C61,AMZN,20
C618,GOOGL,20
C669,FAKE,5
C812,INTC,-10
C492,NFLX,10
C29,INTC,10
C318,INTC,5
C434,INTC,10
C186,META,5
C678,INTC,20
C436,AMD,5
C662,FAKE,-10
C874,INTC,10
C640,TSLA,-10
C20,AAPL,-10
C387,AMD,5
C231,AMD,20
C363,NFLX,10
C660,GOOGL,20
C449,META,5
C768,INTC,-10
C653,AAPL,5
C215,NFLX,-10
C147,INTC,-10
C412,NVDA,5
C371,INTC,5
C105,AMD,5
C9,FAKE,5
C908,FAKE,5
C580,MSFT,-10
C98,FAKE,20
C543,NVDA,10
C543,META,-10
C292,AAPL,-10
C270,NVDA,20
C464,INTC,5
C984,FAKE,20
C142,MSFT,5
C782,FAKE,5
C721,AAPL,-10
C52,AMD,-10
C369,META,5
C416,TSLA,-10
C835,GOOGL,-10
C715,MSFT,20
C487,AMD,-10
C413,AMZN,20
C876,META,5
C995,NFLX,20
C588,NFLX,-10
C664,FAKE,10
C741,MSFT,20
C176,AMZN,20
C898,AMD,10
C553,INTC,10
C950,AMD,20
C520,FAKE,5
C370,FAKE,5
C875,GOOGL,20
C705,FAKE,-10
C751,INTC,20
C169,MSFT,-10
C655,AAPL,20
C122,TSLA,20
C288,TSLA,5
C76,META,5
C780,MSFT,-10
C125,NFLX,10
C950,AMD,20
C129,TSLA,20
C736,NFLX,20
C282,NVDA,5
C476,AMZN,-10
C810,FAKE,-10
C350,NVDA,20
C282,NFLX,20
C297,MSFT,5
C672,FAKE,10
C942,AMD,5
C751,MSFT,20
C802,META,5
C211,GOOGL,-10
C836,AAPL,20
C347,MSFT,10
C867,NFLX,5
C301,FAKE,5
C761,NFLX,5
C138,MSFT,5
C422,GOOGL,20
C18,NFLX,-10
C606,INTC,5
C955,GOOGL,20
C86,TSLA,5
C295,AMZN,-10
C17,TSLA,-10
C652,TSLA,10
C412,NVDA,10
C9,NVDA,5
C99,AMD,-10
C292,GOOGL,5
C250,AMD,20
C545,META,-10
C54,NVDA,20
C42,NFLX,20
C854,AMD,10
C871,NVDA,10
C12,META,20
C386,META,5
C706,TSLA,10
C879,AAPL,-10
C63,META,5
C844,META,5
C448,TSLA,5
C926,META,10
C669,AMD,-10
C807,NFLX,-10
C18,META,10
C58,NFLX,10
C641,AAPL,5
C260,INTC,-10
C7,NVDA,20
C102,NFLX,10
C668,AMZN,10
C502,AAPL,5
C685,TSLA,5
C675,META,20
C482,NFLX,-10
C276,AAPL,5
C224,META,10
C284,NVDA,-10
C388,AMD,20
C502,NVDA,20
C149,INTC,10
C13,NVDA,20
C960,AMD,5
C443,META,20
C592,AMZN,20
C283,TSLA,10
C226,FAKE,5
C138,AMZN,20
C992,AAPL,20
C927,MSFT,-10
C58,META,5
C30,META,20
C165,MSFT,10
C892,NFLX,5
C556,META,20
C378,TSLA,5
C60,META,-10
C981,FAKE,10
C895,NFLX,-10
C460,TSLA,5
C550,AMZN,20
C383,GOOGL,5
C547,META,20
C540,AMZN,5
C457,NFLX,-10
C396,FAKE,20
C590,NFLX,5
C820,INTC,-10
C826,MSFT,5
C136,INTC,-10
C246,MSFT,20
C402,META,5
C938,NVDA,-10
C392,TSLA,10
C526,NVDA,5
C416,GOOGL,20
C969,NVDA,-10
C817,AMZN,5
C845,META,-10
C277,TSLA,20
C127,TSLA,-10
C752,AMD,-10
C337,INTC,-10
C222,TSLA,-10
C561,AMD,-10
C19,NVDA,10
C795,AAPL,20
C190,AMD,10
C344,AMD,10
C761,FAKE,5
C715,INTC,20
C542,GOOGL,-10
C532,TSLA,10
C699,TSLA,-10
C274,META,5
C263,TSLA,-10
C884,INTC,5
C931,MSFT,20
C816,NFLX,20
C619,AMZN,10
C165,MSFT,-10
C995,TSLA,20
C439,MSFT,10
C905,NFLX,10
C221,NFLX,20
C442,AMD,20
C898,GOOGL,5
C780,NFLX,-10
C249,NVDA,20
C531,AMZN,20
C826,MSFT,-10
C450,AAPL,20
C325,TSLA,-10
C986,AMZN,10
C420,INTC,20
C883,INTC,5
C449,NFLX,10
C884,AAPL,5
C54,GOOGL,5
C711,AMD,-10
C613,AMD,20
C160,AAPL,10
C988,NVDA,-10
C34,FAKE,5
C226,AMD,10
C656,FAKE,-10
C338,TSLA,-10
C94,FAKE,-10
C536,FAKE,5
C336,NFLX,5
C499,FAKE,10
C578,AMD,10
C553,MSFT,5
C527,TSLA,10
C971,NFLX,5
C888,AAPL,5
C441,TSLA,20
C363,AAPL,-10
C308,GOOGL,5
C127,TSLA,-10
C360,TSLA,-10
C389,INTC,5
C440,AMD,10
C81,NFLX,-10
C378,AAPL,5
C428,META,-10
C102,NFLX,-10
C515,NVDA,-10
C951,NVDA,10
C89,AMD,10
C389,FAKE,20
C515,NVDA,20
C90,MSFT,-10
C507,MSFT,-10
C924,GOOGL,-10
C341,NVDA,5
C806,NFLX,10
C522,MSFT,10
C434,AMD,5
C539,AAPL,-10
C864,AMZN,20
C54,AAPL,20
C302,NFLX,-10
C766,TSLA,-10
C957,INTC,10
C806,AMD,20
C915,MSFT,-10
C410,MSFT,10
C503,FAKE,-10
C59,NFLX,20
C246,FAKE,-10
C351,META,10
C264,NFLX,10
C549,AMD,10
C27,AAPL,20
C577,FAKE,10
C630,MSFT,20
C606,GOOGL,5
C495,MSFT,20
C397,META,-10
C85,NFLX,20
C413,NVDA,20
C762,TSLA,-10
C242,INTC,10
C93,MSFT,20
C9,AAPL,10
C997,AMZN,20
C803,AAPL,5
C63,TSLA,5
C464,AMD,20
C408,MSFT,-10
C542,AMZN,-10
C915,TSLA,10
C813,INTC,20
C51,MSFT,10
C161,GOOGL,5
C251,FAKE,20
C859,AMZN,-10
C312,NFLX,10
C687,AMD,-10
C25,NFLX,10
C189,FAKE,5
C125,NVDA,20
C404,MSFT,5
C150,NFLX,5
C404,INTC,20
C441,META,5
C481,FAKE,20
C705,NFLX,5
C688,META,20
C22,GOOGL,5
C557,INTC,10
C643,MSFT,5
C179,TSLA,10
C10,NVDA,5
C203,MSFT,-10
C444,META,10
C221,NVDA,5
C669,INTC,10
C562,AAPL,5
C696,FAKE,-10
C892,INTC,20
C883,AMD,10
C733,AAPL,20
C328,GOOGL,20
C39,GOOGL,5
C168,META,20
C964,MSFT,-10
C97,NVDA,20
C829,TSLA,10
C725,META,5
C597,GOOGL,-10
C330,AMZN,5
C794,AAPL,5
C154,MSFT,10
C99,TSLA,5
C320,FAKE,5
C306,NFLX,5
C425,TSLA,20
C319,INTC,-10
C209,TSLA,10
C318,FAKE,10
C177,META,20
C297,GOOGL,20
C63,AAPL,20
C451,FAKE,5
C323,AMD,20
C722,NFLX,-10
C570,MSFT,-10
C754,INTC,10
C778,FAKE,10
C75,META,-10
C808,GOOGL,5
C759,AMD,10
C406,TSLA,20
C801,NVDA,5
C7,NFLX,10
C101,AMD,20
C848,AAPL,5
C287,TSLA,10
C946,AAPL,5
C864,AMD,5
C374,FAKE,10
C434,NVDA,5
C381,FAKE,-10
C962,AMZN,5
C306,MSFT,-10
C843,GOOGL,10
C903,AMZN,20
C888,AMZN,-10
C867,NVDA,10
C769,AAPL,20
C486,INTC,10
C89,NFLX,10
C324,NVDA,5
C876,AAPL,-10
C308,AAPL,20
C522,MSFT,5
C841,INTC,20
C667,MSFT,10
C748,NFLX,10
C436,AMZN,-10
C502,AMZN,5
C259,AAPL,10
C962,FAKE,5
C72,META,5
C512,TSLA,20
C933,AMD,10
C681,GOOGL,-10
C543,META,-10
